File,File_gb,Title,Genre,TMDB ID,Year,Length,TMDB Link,Description,Rating,Toloka Link,Rutracker Link,Poster,Trailer
G:/Movies\2023\Champions (2023).mkv,6.55,Champions,"['Comedy', 'Drama']",933419,2023,124,https://www.themoviedb.org/movie/933419,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,6.81,https://toloka.to/tracker.php?nm=Champions,https://rutracker.org/forum/tracker.php?nm=Champions,https://image.tmdb.org/t/p/w200/yVgtsoXyTZBww7SWE4JE1U4Wcel.jpg,https://www.youtube.com/watch?v=pCHiWnj5Oek
G:/Movies\2023\Chupa (2023).mkv,1.85,Chupa,"['Adventure', 'Fantasy', 'Family']",736790,2023,98,https://www.themoviedb.org/movie/736790,"While visiting family in Mexico, a lonely boy befriends a mythical creature hiding on his grandfather's ranch and embarks on the adventure of a lifetime.",6.4,https://toloka.to/tracker.php?nm=Chupa,https://rutracker.org/forum/tracker.php?nm=Chupa,https://image.tmdb.org/t/p/w200/ra3xm8KFAkwK0CdbPRkfYADJYTB.jpg,https://www.youtube.com/watch?v=ViKnrHjzgn4
G:/Movies\2023\Expend4bles (2023).avi,1.46,Expend4bles,"['Action', 'Adventure', 'Thriller']",299054,2023,103,https://www.themoviedb.org/movie/299054,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",6.234,https://toloka.to/tracker.php?nm=Expend4bles,https://rutracker.org/forum/tracker.php?nm=Expend4bles,https://image.tmdb.org/t/p/w200/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,https://www.youtube.com/watch?v=Cm3Z1jEjHHc
G:/Movies\2023\Fair Play (2023).mkv,10.2,Fair Play,"['Drama', 'Thriller', 'Romance']",910571,2023,113,https://www.themoviedb.org/movie/910571,"An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel not only their recent engagement but their lives.",6.381,https://toloka.to/tracker.php?nm=Fair Play,https://rutracker.org/forum/tracker.php?nm=Fair Play,https://image.tmdb.org/t/p/w200/tGgojtD6vJKYeCfktAhhA1pmH0n.jpg,https://www.youtube.com/watch?v=Vw9fgeNoTDU
G:/Movies\2023\Freelance (2023).mkv,6.08,Freelance,"['Action', 'Comedy']",897087,2023,108,https://www.themoviedb.org/movie/897087,"An ex-special forces operative takes a job to provide security for a journalist as she interviews a dictator, but a military coup breaks out in the middle of the interview, they are forced to escape into the jungle where they must survive.",6.516,https://toloka.to/tracker.php?nm=Freelance,https://rutracker.org/forum/tracker.php?nm=Freelance,https://image.tmdb.org/t/p/w200/7Bd4EUOqQDKZXA6Od5gkfzRNb0.jpg,https://www.youtube.com/watch?v=W0k2XerT8Nw
G:/Movies\2023\Good Grief (2023).mkv,4.47,Good Grief,"['Comedy', 'Drama']",1036619,2023,101,https://www.themoviedb.org/movie/1036619,"When his husband unexpectedly dies, Marc's world shatters, sending him and his two best friends on a soul-searching trip to Paris that reveals some hard truths they each needed to face.",6.339,https://toloka.to/tracker.php?nm=Good Grief,https://rutracker.org/forum/tracker.php?nm=Good Grief,https://image.tmdb.org/t/p/w200/wJFHUglmh7xlY7g9Ql85QAJBZ6n.jpg,https://www.youtube.com/watch?v=bR_MPXTaEZw
G:/Movies\2023\Hypnotic (2023).mkv,10.21,Hypnotic,"['Mystery', 'Thriller', 'Science Fiction']",536437,2023,93,https://www.themoviedb.org/movie/536437,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,6.244,https://toloka.to/tracker.php?nm=Hypnotic,https://rutracker.org/forum/tracker.php?nm=Hypnotic,https://image.tmdb.org/t/p/w200/3IhGkkalwXguTlceGSl8XUJZOVI.jpg,https://www.youtube.com/watch?v=XAwpu4rQpeQ
G:/Movies\2023\Jeanne Du Barry (2023).mkv,2.01,Jeanne du Barry,"['Drama', 'History', 'Romance']",921452,2023,117,https://www.themoviedb.org/movie/921452,"The life of Jeanne Bécu, who was born as the illegitimate daughter of an impoverished seamstress in 1743 and went on to rise through the Court of Louis XV to become his last official mistress.",6.999,https://toloka.to/tracker.php?nm=Jeanne du Barry,https://rutracker.org/forum/tracker.php?nm=Jeanne du Barry,https://image.tmdb.org/t/p/w200/m3yDDVS9KYJqBYsJEOkLGVLNQje.jpg,https://www.youtube.com/watch?v=wGDk1Pekn-A
G:/Movies\2023\Killers Of The Flower Moon (2023).mkv,3.57,Killers of the Flower Moon,"['Crime', 'History', 'Drama']",466420,2023,206,https://www.themoviedb.org/movie/466420,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",7.461,https://toloka.to/tracker.php?nm=Killers of the Flower Moon,https://rutracker.org/forum/tracker.php?nm=Killers of the Flower Moon,https://image.tmdb.org/t/p/w200/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,https://www.youtube.com/watch?v=1oZUCkJEuvo
G:/Movies\2023\La Vie Pour De Vrai (2023).mkv,2.35,Life For Real,['Comedy'],967370,2023,110,https://www.themoviedb.org/movie/967370,"Tridan Lagache has spent his whole life at Club Med, changing friends every 8 days. At 50, he resigns from the vacation spot where he was born, determined to track down his great mini-club childhood love, Violette. He shows up in Paris, naïve and lost but glad to be lodged by Louis, a half-brother he never knew he had. In order to be rid of the cumbersome Tridan, Louis passes one of his fling off as Violette, and Tridan, all emotional, thinks he recognizes her at first glance.",5.402,https://toloka.to/tracker.php?nm=Life For Real,https://rutracker.org/forum/tracker.php?nm=Life For Real,https://image.tmdb.org/t/p/w200/r7WJ0hae0nJktDCnwYkEPkRl6dE.jpg,https://www.youtube.com/watch?v=bwc9Xdbrls0
G:/Movies\2023\Leave The World Behind (2023).mkv,2.93,Leave the World Behind,"['Drama', 'Mystery', 'Thriller']",726209,2023,142,https://www.themoviedb.org/movie/726209,A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices—and two strangers appear at their door.,6.451,https://toloka.to/tracker.php?nm=Leave the World Behind,https://rutracker.org/forum/tracker.php?nm=Leave the World Behind,https://image.tmdb.org/t/p/w200/29rhl1xopxA7JlGVVsf1UHfYPvN.jpg,https://www.youtube.com/watch?v=xM4ILvKeTxs
G:/Movies\2023\Maestro (2023).mkv,2.47,Maestro,"['Drama', 'Romance', 'Music']",523607,2023,129,https://www.themoviedb.org/movie/523607,"A towering and fearless love story chronicling the lifelong relationship between Leonard Bernstein and Felicia Montealegre Cohn Bernstein. A love letter to life and art, Maestro at its core is an emotionally epic portrayal of family and love.",6.4,https://toloka.to/tracker.php?nm=Maestro,https://rutracker.org/forum/tracker.php?nm=Maestro,https://image.tmdb.org/t/p/w200/kxj7rMco6RNYsVcNwuGAIlfWu64.jpg,https://www.youtube.com/watch?v=xvmBVJhs4TA
G:/Movies\2023\Maybe I Do (2023).mkv,5.95,Maybe I Do,"['Comedy', 'Romance', 'Drama']",972230,2023,95,https://www.themoviedb.org/movie/972230,"Michelle and Allen, who have reached the point in their relationship where they are considering next steps, decide to invite  their parents to finally meet and to offer some understanding of why marriage works. Except the parents already know each other quite well, which leads to some very distinct opinions about the value of marriage.",5.5,https://toloka.to/tracker.php?nm=Maybe I Do,https://rutracker.org/forum/tracker.php?nm=Maybe I Do,https://image.tmdb.org/t/p/w200/vj649F5QB3OQbTKqpMX3UiCkp5q.jpg,https://www.youtube.com/watch?v=Z11QkNvMZpc
G:/Movies\2023\Murder Mystery 2 (2023).mkv,3.83,Murder Mystery 2,"['Mystery', 'Comedy', 'Crime']",638974,2023,91,https://www.themoviedb.org/movie/638974,"After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.",6.439,https://toloka.to/tracker.php?nm=Murder Mystery 2,https://rutracker.org/forum/tracker.php?nm=Murder Mystery 2,https://image.tmdb.org/t/p/w200/s1VzVhXlqsevi8zeCMG9A16nEUf.jpg,https://www.youtube.com/watch?v=LM2F56uK0fs
G:/Movies\2023\Napoleon (2023).mkv,2.53,Napoleon,"['History', 'War', 'Romance', 'Drama']",753342,2023,158,https://www.themoviedb.org/movie/753342,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",6.426,https://toloka.to/tracker.php?nm=Napoleon,https://rutracker.org/forum/tracker.php?nm=Napoleon,https://image.tmdb.org/t/p/w200/vcZWJGvB5xydWuUO1vaTLI82tGi.jpg,https://www.youtube.com/watch?v=1DJYiG6wh0w
G:/Movies\2023\Role Play (2023).mkv,5.71,Role Play,"['Action', 'Comedy', 'Romance']",848187,2023,101,https://www.themoviedb.org/movie/848187,Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.,6.011,https://toloka.to/tracker.php?nm=Role Play,https://rutracker.org/forum/tracker.php?nm=Role Play,https://image.tmdb.org/t/p/w200/7MhXiTmTl16LwXNPbWCmqxj7UxH.jpg,https://www.youtube.com/watch?v=Bv67rkuWoMg
G:/Movies\2023\Saltburn (2023).mkv,16.98,Saltburn,"['Drama', 'Comedy', 'Thriller']",930564,2023,131,https://www.themoviedb.org/movie/930564,"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",7.021,https://toloka.to/tracker.php?nm=Saltburn,https://rutracker.org/forum/tracker.php?nm=Saltburn,https://image.tmdb.org/t/p/w200/qjhahNLSZ705B5JP92YMEYPocPz.jpg,https://www.youtube.com/watch?v=s8l0llLj1uM
G:/Movies\2023\Tetris (2023).mkv,4.8,Tetris,"['Thriller', 'History', 'Drama']",726759,2023,118,https://www.themoviedb.org/movie/726759,"In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.",7.729,https://toloka.to/tracker.php?nm=Tetris,https://rutracker.org/forum/tracker.php?nm=Tetris,https://image.tmdb.org/t/p/w200/4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,https://www.youtube.com/watch?v=-BLM1naCfME
G:/Movies\2023\The Last Kingdom Seven Kings Must Die (2023).mkv,1.59,The Last Kingdom: Seven Kings Must Die,"['Action', 'Adventure', 'War']",948713,2023,111,https://www.themoviedb.org/movie/948713,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",7.24,https://toloka.to/tracker.php?nm=The Last Kingdom: Seven Kings Must Die,https://rutracker.org/forum/tracker.php?nm=The Last Kingdom: Seven Kings Must Die,https://image.tmdb.org/t/p/w200/qcNDxDzd5OW9wE3c8nWxCBQoBrM.jpg,https://www.youtube.com/watch?v=eqCYw_o5lng
G:/Movies\2023\The Strays (2023).mkv,1.51,The Strays,['Thriller'],1063422,2023,100,https://www.themoviedb.org/movie/1063422,A Black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,5.5,https://toloka.to/tracker.php?nm=The Strays,https://rutracker.org/forum/tracker.php?nm=The Strays,https://image.tmdb.org/t/p/w200/3OKBFYRVSKkBVJ7WpKogTVQfUqC.jpg,https://www.youtube.com/watch?v=o9_UteTT9wA
G:/Movies\2023\Tonight You're Sleeping With Me (2023).mkv,1.42,Tonight You're Sleeping with Me,"['Romance', 'Drama']",1081313,2023,93,https://www.themoviedb.org/movie/1081313,"Stuck in a passionless marriage, a journalist must choose between her distant but loving husband and a younger ex-boyfriend who has reentered her life",6.1,https://toloka.to/tracker.php?nm=Tonight You're Sleeping with Me,https://rutracker.org/forum/tracker.php?nm=Tonight You're Sleeping with Me,https://image.tmdb.org/t/p/w200/sexnKxpAOl0wfixYC3RataZD4pI.jpg,https://www.youtube.com/watch?v=NWxsLzQs_fQ
All Of Us Strangers (2023).mkv,7.71,All of Us Strangers,"['Romance', 'Drama', 'Fantasy']",994108,2023,106,https://www.themoviedb.org/movie/994108,"One night in his near-empty tower block in contemporary London, Adam has a chance encounter with a mysterious neighbor Harry, which punctures the rhythm of his everyday life. As a relationship develops between them, Adam is preoccupied with memories of the past and finds himself drawn back to the suburban town where he grew up, and the childhood home where his parents appear to be living, just as they were on the day they died, 30 years before.",7.484,https://toloka.to/tracker.php?nm=All of Us Strangers,https://rutracker.org/forum/tracker.php?nm=All of Us Strangers,https://image.tmdb.org/t/p/w200/aviJMFZSnnCAsCVyJGaPNx4Ef3i.jpg,https://www.youtube.com/watch?v=ukYlZuKn-mc
May December (2023).mkv,2.17,May December,"['Drama', 'Comedy']",839369,2023,117,https://www.themoviedb.org/movie/839369,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",6.7,https://toloka.to/tracker.php?nm=May December,https://rutracker.org/forum/tracker.php?nm=May December,https://image.tmdb.org/t/p/w200/zhV7B610l7hjlri4ywikJ18ONuq.jpg,https://www.youtube.com/watch?v=8z3JaevxEMA
This Town (2024).mkv,1.33,This Town,['Comedy'],673640,2023,91,https://www.themoviedb.org/movie/673640,"Five years after being acquitted for the murder of his family, Sean (White) is finally ready to move on with life. But the bitter ex-cop (Malcolm) who led the investigation remains adamant that he's guilty - and will stop at nothing to bring him down.",5.8,https://toloka.to/tracker.php?nm=This Town,https://rutracker.org/forum/tracker.php?nm=This Town,https://image.tmdb.org/t/p/w200/xNk5GugwcTMIKwLGxaSVXxGl6Lk.jpg,https://www.youtube.com/watch?v=U5dvbh4Js5A
G:/Movies\2024\A Family Affair (2024).mkv,3.31,A Family Affair,"['Romance', 'Comedy']",987686,2024,114,https://www.themoviedb.org/movie/987686,The only thing worse than being the assistant to a high-maintenance movie star who doesn't take you seriously? Finding out he's smitten with your mom.,5.995,https://toloka.to/tracker.php?nm=A Family Affair,https://rutracker.org/forum/tracker.php?nm=A Family Affair,https://image.tmdb.org/t/p/w200/l0CaVyqnTsWwNd4hWsrLNEk1Wjd.jpg,https://www.youtube.com/watch?v=Ytc2eifpiuQ
G:/Movies\2024\Arthur The King (2024).mkv,5.84,Arthur the King,"['Adventure', 'Drama']",618588,2024,107,https://www.themoviedb.org/movie/618588,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light and a scrappy street dog companion dubbed Arthur. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean.",7.948,https://toloka.to/tracker.php?nm=Arthur the King,https://rutracker.org/forum/tracker.php?nm=Arthur the King,https://image.tmdb.org/t/p/w200/zkKB3kOun5DKAkm61pHvLbrjxfa.jpg,https://www.youtube.com/watch?v=wjDJNEPghNY
G:/Movies\2024\Bob Marley One Love (2024).mkv,5.89,Bob Marley: One Love,"['Music', 'History', 'Drama']",802219,2024,104,https://www.themoviedb.org/movie/802219,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,6.884,https://toloka.to/tracker.php?nm=Bob Marley: One Love,https://rutracker.org/forum/tracker.php?nm=Bob Marley: One Love,https://image.tmdb.org/t/p/w200/mKWalirPreEdCKDJjc5TKeOP2xi.jpg,https://www.youtube.com/watch?v=ajw425Kuvtw
G:/Movies\2024\Challengers (2024).mkv,9.6,Challengers,"['Romance', 'Drama']",937287,2024,132,https://www.themoviedb.org/movie/937287,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Grand Slam champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.",7.175,https://toloka.to/tracker.php?nm=Challengers,https://rutracker.org/forum/tracker.php?nm=Challengers,https://image.tmdb.org/t/p/w200/H6vke7zGiuLsz4v4RPeReb9rsv.jpg,https://www.youtube.com/watch?v=-2N3hmRmwHQ
