File,File_gb,Title,Genre,TMDB ID,Year,Length,TMDB Link,Description,Rating,Toloka Link,Rutracker Link,Poster,Trailer
G:/Movies\2013\Filth (2013).mkv,5.46,Filth,"['Crime', 'Drama', 'Comedy']",85889,2013,97,https://www.themoviedb.org/movie/85889,A bigoted junkie cop suffering from borderline personality disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.,6.87,https://toloka.to/tracker.php?nm=Filth,https://rutracker.org/forum/tracker.php?nm=Filth,https://image.tmdb.org/t/p/w200/AeIodobH6Z8jvtHhqRSrqYrxGSo.jpg,https://www.youtube.com/watch?v=tymWDB7gtK4
G:/Movies\2013\Ida (2013).mkv,2.87,Ida,['Drama'],209274,2013,82,https://www.themoviedb.org/movie/209274,"Anna, a young novitiate in 1960s Poland, is on the verge of taking her vows when she discovers a family secret dating back to the years of the German occupation.",7.246,https://toloka.to/tracker.php?nm=Ida,https://rutracker.org/forum/tracker.php?nm=Ida,https://image.tmdb.org/t/p/w200/rQnBiFyHeSDxSaIgZpDaK52lflZ.jpg,https://www.youtube.com/watch?v=i_vrlpWB4Vo
G:/Movies\2013\Only Lovers Left Alive (2013).mkv,2.3,Only Lovers Left Alive,"['Drama', 'Romance']",152603,2013,123,https://www.themoviedb.org/movie/152603,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",7.2,https://toloka.to/tracker.php?nm=Only Lovers Left Alive,https://rutracker.org/forum/tracker.php?nm=Only Lovers Left Alive,https://image.tmdb.org/t/p/w200/6xY2MhYjFPb4xU3KlBJcFAJmMsF.jpg,https://www.youtube.com/watch?v=pkeWhokaPPs
G:/Movies\UKR\Креденс (2013).avi,1.35,Credenza,['Drama'],305257,2013,81,https://www.themoviedb.org/movie/305257,"Christmas Lviv. Cellist Orest is entangled in a chain of personal, domestic and work problems. And at some point it reaches the boiling point.",0.0,https://toloka.to/tracker.php?nm=Credenza,https://rutracker.org/forum/tracker.php?nm=Credenza,https://image.tmdb.org/t/p/w200/93VU7EdOw5BxvPL22gp2piIxEeG.jpg,https://www.youtube.com/watch?v=W_lALwc8S5w
G:/Movies\UKR\Такі Красиві Люди (2013).avi,1.45,Such Beautiful People,"['Drama', 'Romance']",548766,2013,94,https://www.themoviedb.org/movie/548766,"This gorgeous movie—artfully composed in a muted sandy palette with exquisite attention to visual detail—takes place on the shores of the Black Sea in Crimea, where a group of neighbors seek tranquility and fulfillment fishing and striving to live lives of meaning, outside the bustle and cynicism of city life. This is a film about universal themes of human interaction and love and explores the full range of human desires and relationships. Such Beautiful People is a gentle story of gentle people striving to make their lives better, to find true happiness, and to better understand one another. (via cinema.indiana.edu)",8.0,https://toloka.to/tracker.php?nm=Such Beautiful People,https://rutracker.org/forum/tracker.php?nm=Such Beautiful People,https://image.tmdb.org/t/p/w200/t0MJD6BPvH8OG9OUppJXLCNaKMa.jpg,N/A
G:/Movies\бачив\The Hobbit The Desolation Of Smaug (2013).mkv,14.72,The Hobbit: The Desolation of Smaug,"['Fantasy', 'Adventure', 'Action']",57158,2013,161,https://www.themoviedb.org/movie/57158,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",7.577,https://toloka.to/tracker.php?nm=The Hobbit: The Desolation of Smaug,https://rutracker.org/forum/tracker.php?nm=The Hobbit: The Desolation of Smaug,https://image.tmdb.org/t/p/w200/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,https://www.youtube.com/watch?v=gAo95e7_XKA
Only Lovers Left Alive (2013).mkv,2.3,Only Lovers Left Alive,"['Drama', 'Romance']",152603,2013,123,https://www.themoviedb.org/movie/152603,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",7.2,https://toloka.to/tracker.php?nm=Only Lovers Left Alive,https://rutracker.org/forum/tracker.php?nm=Only Lovers Left Alive,https://image.tmdb.org/t/p/w200/6xY2MhYjFPb4xU3KlBJcFAJmMsF.jpg,https://www.youtube.com/watch?v=pkeWhokaPPs
G:/Movies\2014\Get On Up (2014).mkv,2.91,Get on Up,"['Drama', 'Music']",239566,2014,139,https://www.themoviedb.org/movie/239566,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,6.762,https://toloka.to/tracker.php?nm=Get on Up,https://rutracker.org/forum/tracker.php?nm=Get on Up,https://image.tmdb.org/t/p/w200/dVbGeU5agxFGcJnL5hk4uO8W7i2.jpg,https://www.youtube.com/watch?v=d9ELTgk6p54
G:/Movies\2014\Inherent Vice (2014).mkv,3.55,Inherent Vice,"['Drama', 'Mystery', 'Comedy']",171274,2014,149,https://www.themoviedb.org/movie/171274,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",6.6,https://toloka.to/tracker.php?nm=Inherent Vice,https://rutracker.org/forum/tracker.php?nm=Inherent Vice,https://image.tmdb.org/t/p/w200/hyan5Uc0lGpPuad94DM1pLxneiP.jpg,https://www.youtube.com/watch?v=BTRMkQzFYHI
G:/Movies\2014\Nightcrawler (2014).mkv,2.98,Nightcrawler,"['Crime', 'Drama', 'Thriller']",242582,2014,118,https://www.themoviedb.org/movie/242582,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",7.7,https://toloka.to/tracker.php?nm=Nightcrawler,https://rutracker.org/forum/tracker.php?nm=Nightcrawler,https://image.tmdb.org/t/p/w200/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,https://www.youtube.com/watch?v=7uaYhPpV7G4
G:/Movies\2014\The Interview (2014).mkv,2.19,The Interview,"['Action', 'Comedy']",228967,2014,113,https://www.themoviedb.org/movie/228967,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",6.2,https://toloka.to/tracker.php?nm=The Interview,https://rutracker.org/forum/tracker.php?nm=The Interview,https://image.tmdb.org/t/p/w200/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,https://www.youtube.com/watch?v=BJu0KYd5-_M
G:/Movies\2014\Trash (2014).mkv,5.23,Trash,"['Adventure', 'Crime', 'Drama', 'Thriller']",206563,2014,112,https://www.themoviedb.org/movie/206563,"Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.",7.1,https://toloka.to/tracker.php?nm=Trash,https://rutracker.org/forum/tracker.php?nm=Trash,https://image.tmdb.org/t/p/w200/kd4v23x0lalIRdwgLRkHgBhYBUQ.jpg,https://www.youtube.com/watch?v=VN08JrXZ9eM
G:/Movies\бачив\The Hobbit The Battle Of The Five Armies (2014).mkv,13.04,The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']",122917,2014,144,https://www.themoviedb.org/movie/122917,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",7.322,https://toloka.to/tracker.php?nm=The Hobbit: The Battle of the Five Armies,https://rutracker.org/forum/tracker.php?nm=The Hobbit: The Battle of the Five Armies,https://image.tmdb.org/t/p/w200/xT98tLqatZPQApyRmlPL12LtiWp.jpg,https://www.youtube.com/watch?v=Y6Fv5StfAxA
Timbuktu (2014).avi,1.47,Timbuktu,"['Drama', 'War']",265228,2014,96,https://www.themoviedb.org/movie/265228,"Just outside of the Malian city of Timbuktu, now occupied by militant Islamic rebels who impose the Sharia on civilians and inconvenience their daily life, a cattleman kills a fisherman.",6.978,https://toloka.to/tracker.php?nm=Timbuktu,https://rutracker.org/forum/tracker.php?nm=Timbuktu,https://image.tmdb.org/t/p/w200/tCpHpn8msgonS9HVDMkrcSZh4an.jpg,https://www.youtube.com/watch?v=k0yFA5qQ5cM
Zero Motivation (2014).avi,1.45,Zero Motivation,"['Drama', 'Comedy']",261825,2014,97,https://www.themoviedb.org/movie/261825,"Filmmaker Talya Lavie steps into the spotlight with a dark comedy about everyday life for a unit of young female Israeli soldiers. The human resources office at a remote desert base serves as the setting for this cast of characters, who bide their time pushing paper, battling for the top score in Minesweeper, and counting down the minutes until they can return to civilian life. Amidst their boredom and clashing personalities, issues of commitment—from friendship to love and country—are handled with humor and sharp-edged wit.",6.5,https://toloka.to/tracker.php?nm=Zero Motivation,https://rutracker.org/forum/tracker.php?nm=Zero Motivation,https://image.tmdb.org/t/p/w200/o47GwtgXRD6k8qxcJseQK2Fa9C0.jpg,https://www.youtube.com/watch?v=SV4ptfyaQFA
G:/Movies\2015\Black Mass (2015).mkv,2.24,Black Mass,"['Drama', 'Crime', 'History']",261023,2015,123,https://www.themoviedb.org/movie/261023,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",6.509,https://toloka.to/tracker.php?nm=Black Mass,https://rutracker.org/forum/tracker.php?nm=Black Mass,https://image.tmdb.org/t/p/w200/zfwciv4LIJkNQsfuhYGv0Nkiweg.jpg,https://www.youtube.com/watch?v=R_F-lVhSfx8
G:/Movies\2015\Crimson Peak (2015).mkv,4.77,Crimson Peak,"['Horror', 'Romance']",201085,2015,119,https://www.themoviedb.org/movie/201085,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",6.651,https://toloka.to/tracker.php?nm=Crimson Peak,https://rutracker.org/forum/tracker.php?nm=Crimson Peak,https://image.tmdb.org/t/p/w200/f9TOb5anVwZeSbYjU1qNxPk3KUk.jpg,https://www.youtube.com/watch?v=oquZifON8Eg
G:/Movies\2015\Il Racconto Dei Racconti (2015).mkv,2.65,Tale of Tales,"['Romance', 'Fantasy', 'Horror']",314405,2015,134,https://www.themoviedb.org/movie/314405,The Queen of Selvascura risks everything to be a mother; the King of Roccaforte falls in love with the voice of a mysterious girl; the King of Altomonte becomes obsessed with a flea and neglects his daughter.,6.4,https://toloka.to/tracker.php?nm=Tale of Tales,https://rutracker.org/forum/tracker.php?nm=Tale of Tales,https://image.tmdb.org/t/p/w200/ryZsoaYmcEJsye6P5uo5thEjpqB.jpg,https://www.youtube.com/watch?v=Afup26-_3iw
G:/Movies\2015\Love (2015).mkv,4.95,Love,"['Drama', 'Science Fiction']",54320,2015,90,https://www.themoviedb.org/movie/54320,"After losing contact with Earth, Astronaut Lee Miller becomes stranded in orbit alone aboard the International Space Station. As time passes and life support systems dwindle, Lee battles to maintain his sanity - and simply stay alive. His world is a claustrophobic and lonely existence, until he makes a strange discovery aboard the ship.",5.4,https://toloka.to/tracker.php?nm=Love,https://rutracker.org/forum/tracker.php?nm=Love,https://image.tmdb.org/t/p/w200/AlhdDsLxSAb1a54rYLPb7CidAIX.jpg,https://www.youtube.com/watch?v=YiYmAixzpMg
G:/Movies\2015\Mia Madre (2015).mkv,1.26,Mia madre,['Drama'],315872,2015,106,https://www.themoviedb.org/movie/315872,"Margherita, a director in the middle of an existential crisis, has to deal with the inevitable and still unacceptable loss of her mother.",6.6,https://toloka.to/tracker.php?nm=Mia madre,https://rutracker.org/forum/tracker.php?nm=Mia madre,https://image.tmdb.org/t/p/w200/fkTsusFtFE5qvYkzFIben1aKsTn.jpg,https://www.youtube.com/watch?v=4U4zq2CAkc8
G:/Movies\2015\Queen Of The Desert (2015).mkv,1.91,Queen of the Desert,"['Drama', 'Adventure', 'History']",157843,2015,128,https://www.themoviedb.org/movie/157843,"A chronicle of Gertrude Bell's life, a traveler, writer, archaeologist, explorer, cartographer, and political attaché for the British Empire at the dawn of the twentieth century.",5.904,https://toloka.to/tracker.php?nm=Queen of the Desert,https://rutracker.org/forum/tracker.php?nm=Queen of the Desert,https://image.tmdb.org/t/p/w200/9WrxqWttzNiEgKGIm3mDteu6jmq.jpg,https://www.youtube.com/watch?v=SU-bdMPV0V4
G:/Movies\2015\Taxi (2015).mkv,0.96,Taxi,"['Action', 'Comedy', 'Crime', 'Adventure']",2330,2015,86,https://www.themoviedb.org/movie/2330,"In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",6.702,https://toloka.to/tracker.php?nm=Taxi,https://rutracker.org/forum/tracker.php?nm=Taxi,https://image.tmdb.org/t/p/w200/egBxj3ude84theXc3cLbBHrWOkQ.jpg,https://www.youtube.com/watch?v=qYBNjVnbtFg
G:/Movies\2015\Trainwreck (2015).mkv,2.35,Trainwreck,"['Comedy', 'Romance']",271718,2015,125,https://www.themoviedb.org/movie/271718,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",5.804,https://toloka.to/tracker.php?nm=Trainwreck,https://rutracker.org/forum/tracker.php?nm=Trainwreck,https://image.tmdb.org/t/p/w200/wrY629UTCUAKLJ4CxQXz6DCE7pr.jpg,https://www.youtube.com/watch?v=xETobANYaNc
G:/Movies\бачив\Macbeth (2015).mkv,1.96,Macbeth,['Drama'],27883,2015,107,https://www.themoviedb.org/movie/27883,A Scottish warlord and his wife murder their way to a pair of crowns.,7.303,https://toloka.to/tracker.php?nm=Macbeth,https://rutracker.org/forum/tracker.php?nm=Macbeth,https://image.tmdb.org/t/p/w200/4DbzuePqGcUY7olAKzGly7kCEmU.jpg,N/A
Carol (2015).mkv,8.66,Carol,"['Romance', 'Drama']",258480,2015,118,https://www.themoviedb.org/movie/258480,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",7.486,https://toloka.to/tracker.php?nm=Carol,https://rutracker.org/forum/tracker.php?nm=Carol,https://image.tmdb.org/t/p/w200/cJeled7EyPdur6TnCA5GYg0UVna.jpg,https://www.youtube.com/watch?v=Y6ekAV16RIs
Secret In Their Eyes (2015).mkv,4.6,Secret in Their Eyes,"['Thriller', 'Mystery', 'Crime']",290751,2015,111,https://www.themoviedb.org/movie/290751,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",6.371,https://toloka.to/tracker.php?nm=Secret in Their Eyes,https://rutracker.org/forum/tracker.php?nm=Secret in Their Eyes,https://image.tmdb.org/t/p/w200/gJl4iTxQlazkPCplGmSLGBUwqg9.jpg,https://www.youtube.com/watch?v=NODxOb3hgag
Spotlight (2015).mkv,2.85,Spotlight,"['Drama', 'History']",314365,2015,129,https://www.themoviedb.org/movie/314365,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",7.818,https://toloka.to/tracker.php?nm=Spotlight,https://rutracker.org/forum/tracker.php?nm=Spotlight,https://image.tmdb.org/t/p/w200/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg,https://www.youtube.com/watch?v=WgnrwwiIDlI
G:/Movies\2016\Demain Tout Commence (2016).mkv,3.59,Two Is a Family,"['Drama', 'Comedy']",382591,2016,118,https://www.themoviedb.org/movie/382591,A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.,7.746,https://toloka.to/tracker.php?nm=Two Is a Family,https://rutracker.org/forum/tracker.php?nm=Two Is a Family,https://image.tmdb.org/t/p/w200/aFgtdhuzgI2eqnIVWtRB03x3pnt.jpg,https://www.youtube.com/watch?v=QrB7tmqWrAY
G:/Movies\2016\Our Kind Of Traitor (2016).mkv,4.28,Our Kind of Traitor,['Thriller'],205588,2016,108,https://www.themoviedb.org/movie/205588,"A young Oxford academic and his attorney girlfriend holiday in Morocco. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",6.0,https://toloka.to/tracker.php?nm=Our Kind of Traitor,https://rutracker.org/forum/tracker.php?nm=Our Kind of Traitor,https://image.tmdb.org/t/p/w200/t3BNaWimAZnZtSPGTsaqRrkc9lb.jpg,https://www.youtube.com/watch?v=N5k4FBGtbMs
G:/Movies\2016\The Light Between Oceans (2016).mkv,12.59,The Light Between Oceans,"['Drama', 'Romance']",283552,2016,133,https://www.themoviedb.org/movie/283552,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,7.078,https://toloka.to/tracker.php?nm=The Light Between Oceans,https://rutracker.org/forum/tracker.php?nm=The Light Between Oceans,https://image.tmdb.org/t/p/w200/c9S6VKZPllNgdxBUuI3GYJiqcKO.jpg,https://www.youtube.com/watch?v=w51IR_BFGyc
G:/Movies\UKR\My Grandmother Fanny Kaplan (2016).mkv,3.11,My Grandmother Fanny Kaplan,['Drama'],407856,2016,110,https://www.themoviedb.org/movie/407856,"The film focuses on the little-known love affair of the terrorist Fanny Kaplan with the brother of Vladimir Lenin, Dmitriy Ilyich Ulyanov, and questions whether she really tried to assassinate Lenin in 1918.",5.833,https://toloka.to/tracker.php?nm=My Grandmother Fanny Kaplan,https://rutracker.org/forum/tracker.php?nm=My Grandmother Fanny Kaplan,https://image.tmdb.org/t/p/w200/2Mgb2NxgZ4gT9DQBbe9dXxO0rRc.jpg,https://www.youtube.com/watch?v=oLjeTLrSUK4
Elle (2016).mkv,6.11,Elle,"['Drama', 'Thriller']",337674,2016,131,https://www.themoviedb.org/movie/337674,"When Michèle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker.",6.651,https://toloka.to/tracker.php?nm=Elle,https://rutracker.org/forum/tracker.php?nm=Elle,https://image.tmdb.org/t/p/w200/lpKIazNJncpV3sJ5MyTFS5tfTZk.jpg,https://www.youtube.com/watch?v=nU3fBiidmDI
Hunt For The Wilderpeople (2016).mkv,4.64,Hunt for the Wilderpeople,"['Adventure', 'Comedy', 'Drama']",371645,2016,101,https://www.themoviedb.org/movie/371645,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",7.661,https://toloka.to/tracker.php?nm=Hunt for the Wilderpeople,https://rutracker.org/forum/tracker.php?nm=Hunt for the Wilderpeople,https://image.tmdb.org/t/p/w200/hkmz9rxgcweizXNElozGeKwmAJE.jpg,https://www.youtube.com/watch?v=tICv8QH3oM0
L'avenir (2016).mkv,7.89,Things to Come,['Drama'],374465,2016,102,https://www.themoviedb.org/movie/374465,"Nathalie teaches philosophy at a high school in Paris. She is passionate about her job and particularly enjoys passing on the pleasure of thinking. Married with two children, she divides her time between her family, former students and her very possessive mother. One day, Nathalie’s husband announces he is leaving her for another woman. With freedom thrust upon her, Nathalie must reinvent her life.",6.521,https://toloka.to/tracker.php?nm=Things to Come,https://rutracker.org/forum/tracker.php?nm=Things to Come,https://image.tmdb.org/t/p/w200/aOIdDXpum2Oot0uZqrHRU87YoX2.jpg,https://www.youtube.com/watch?v=CiT9mmMrIak
G:/Movies\2017\A Dog's Purpose (2017).avi,1.45,A Dog's Purpose,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']",381289,2017,100,https://www.themoviedb.org/movie/381289,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,7.629,https://toloka.to/tracker.php?nm=A Dog's Purpose,https://rutracker.org/forum/tracker.php?nm=A Dog's Purpose,https://image.tmdb.org/t/p/w200/3jcNvhtVQe5Neoffdic39fRactM.jpg,https://www.youtube.com/watch?v=1jLOOCADTGs
G:/Movies\2017\All Nighter (2017).avi,1.45,All Nighter,"['Comedy', 'Drama']",352501,2017,86,https://www.themoviedb.org/movie/352501,"When a globe-trotting, workaholic father trying to visit his daughter on a last minute layover in Los Angeles discovers that she’s disappeared, he forces her awkward, nervous ex-boyfriend, still nursing a broken heart, to help him find her over the course of one increasingly crazy night.",5.7,https://toloka.to/tracker.php?nm=All Nighter,https://rutracker.org/forum/tracker.php?nm=All Nighter,https://image.tmdb.org/t/p/w200/ciNUrbNv871umQ3IqvIOjet4s4E.jpg,https://www.youtube.com/watch?v=k8NZ1taP-Ao
G:/Movies\2017\All The Money In The World (2017).mkv,2.67,All the Money in the World,"['Drama', 'Crime', 'History']",446791,2017,132,https://www.themoviedb.org/movie/446791,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,6.474,https://toloka.to/tracker.php?nm=All the Money in the World,https://rutracker.org/forum/tracker.php?nm=All the Money in the World,https://image.tmdb.org/t/p/w200/ygdjhWB8bGV7ecQ2QHJw5smOi35.jpg,https://www.youtube.com/watch?v=muk33nlCnQk
G:/Movies\2017\American Assassin (2017).mkv,2.33,American Assassin,"['Action', 'Adventure', 'Thriller']",415842,2017,112,https://www.themoviedb.org/movie/415842,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",6.4,https://toloka.to/tracker.php?nm=American Assassin,https://rutracker.org/forum/tracker.php?nm=American Assassin,https://image.tmdb.org/t/p/w200/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg,https://www.youtube.com/watch?v=VW0PrPgI8F8
G:/Movies\2017\Before I Fall (2017).mkv,1.57,Before I Fall,"['Drama', 'Fantasy']",397837,2017,98,https://www.themoviedb.org/movie/397837,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",6.965,https://toloka.to/tracker.php?nm=Before I Fall,https://rutracker.org/forum/tracker.php?nm=Before I Fall,https://image.tmdb.org/t/p/w200/eowzonDJMCuNXoJGVkP9Z7oCmiM.jpg,https://www.youtube.com/watch?v=ADj35gDqM90
G:/Movies\2017\Black Butterfly (2017).mkv,1.95,Black Butterfly,"['Thriller', 'Mystery', 'Drama']",76812,2017,93,https://www.themoviedb.org/movie/76812,"Paul is a down-on-his-luck screenwriter who picks up a drifter and offers him a place to stay. However, when the deranged stranger takes Paul hostage and forces him to write, their unhinged relationship brings buried secrets to light.",6.2,https://toloka.to/tracker.php?nm=Black Butterfly,https://rutracker.org/forum/tracker.php?nm=Black Butterfly,https://image.tmdb.org/t/p/w200/toB9yjJssyJZSworX0KePbjSexP.jpg,https://www.youtube.com/watch?v=USR9JMDPpIY
G:/Movies\2017\Flatliners (2017).mkv,2.33,Flatliners,"['Drama', 'Horror', 'Thriller']",400710,2017,111,https://www.themoviedb.org/movie/400710,"Five medical students, hoping to understand the mystery of what lies beyond life, embark on a dangerous experiment. When their hearts are stopped for a short period of time, they have a near-death experience…",5.66,https://toloka.to/tracker.php?nm=Flatliners,https://rutracker.org/forum/tracker.php?nm=Flatliners,https://image.tmdb.org/t/p/w200/e9NHATN0TJW6ZZPLLWFsKdilVl1.jpg,https://www.youtube.com/watch?v=NBR7JxBHl-E
G:/Movies\2017\Gerald's Game (2017).mkv,1.58,Gerald's Game,"['Horror', 'Thriller']",343674,2017,104,https://www.themoviedb.org/movie/343674,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",6.397,https://toloka.to/tracker.php?nm=Gerald's Game,https://rutracker.org/forum/tracker.php?nm=Gerald's Game,https://image.tmdb.org/t/p/w200/32dippiypDdaKv7XFEfUlQ7kPup.jpg,https://www.youtube.com/watch?v=twbGU2CqqQU
G:/Movies\2017\Jungle (2017).mkv,2.46,Jungle,"['Adventure', 'Drama', 'Thriller']",390062,2017,115,https://www.themoviedb.org/movie/390062,"In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",6.61,https://toloka.to/tracker.php?nm=Jungle,https://rutracker.org/forum/tracker.php?nm=Jungle,https://image.tmdb.org/t/p/w200/tDgxknTVwrScxpCYyGUjXSn5NRk.jpg,https://www.youtube.com/watch?v=ADjYDl1RCGs
G:/Movies\2017\Knock (2017).mkv,1.91,Knock,['Comedy'],438348,2017,113,https://www.themoviedb.org/movie/438348,"Doctor Knock is a former thug who has become a doctor and arrives in the small village of Saint-Maurice to make his fortune according to a particular method. It will make the villagers believe that they are not as healthy as they might think. It is thus that he will find in each one an imaginary symptom, or not, and thus will be able to exercise his profession lucratively. Under his seductive looks and after gaining the confidence of the village, Knock is on the verge of achieving his ends. But his past catches up with him and an old acquaintance disrupts the doctor's plans.",6.359,https://toloka.to/tracker.php?nm=Knock,https://rutracker.org/forum/tracker.php?nm=Knock,https://image.tmdb.org/t/p/w200/2JhwA8uxxb5ZKjMH6eDHLuJLVUw.jpg,https://www.youtube.com/watch?v=4_8H1axUdUg
G:/Movies\2017\La Ragazza Nella Nebbia (2017).mkv,2.18,The Girl in the Fog,"['Mystery', 'Thriller', 'Crime']",468202,2017,128,https://www.themoviedb.org/movie/468202,A gripping and chilling thriller that brings us to a hazy mountain village where an enigmatic detective is investigating the sudden disappearance of fifteen-year-old girl.,6.776,https://toloka.to/tracker.php?nm=The Girl in the Fog,https://rutracker.org/forum/tracker.php?nm=The Girl in the Fog,https://image.tmdb.org/t/p/w200/fuJApAPgHrur08y6icGB5k5Umzo.jpg,https://www.youtube.com/watch?v=WyQw7Y6t36E
G:/Movies\2017\Marshall (2017).mkv,5.74,Marshall,['Drama'],392982,2017,118,https://www.themoviedb.org/movie/392982,"Thurgood Marshall, the first African-American Supreme Court Justice, battles through one of his career-defining cases.",7.253,https://toloka.to/tracker.php?nm=Marshall,https://rutracker.org/forum/tracker.php?nm=Marshall,https://image.tmdb.org/t/p/w200/2KfdXsXTCbMie0wB1mSmIX60C2F.jpg,https://www.youtube.com/watch?v=AxldHmhSYhU
G:/Movies\2017\Mary Shelley (2017).mkv,2.21,Mary Shelley,"['Romance', 'Drama']",332283,2017,120,https://www.themoviedb.org/movie/332283,"The love affair between poet Percy Shelley and Mary Wollstonecraft Godwin resulted in the creation of an immortal novel, “Frankenstein; or, The Modern Prometheus.”",7.012,https://toloka.to/tracker.php?nm=Mary Shelley,https://rutracker.org/forum/tracker.php?nm=Mary Shelley,https://image.tmdb.org/t/p/w200/gKHJTsrfxJtfFNPQJn2hDNEMtFf.jpg,https://www.youtube.com/watch?v=5mJ0T4P5gHE
G:/Movies\2017\Mes Tresors (2017).mkv,1.8,Family Heist,['Comedy'],426830,2017,91,https://www.themoviedb.org/movie/426830,A high-profile burglar reconciles with his two daughters (half-siblings) to help him retaliate against his ex-partner who betrayed him.,5.7,https://toloka.to/tracker.php?nm=Family Heist,https://rutracker.org/forum/tracker.php?nm=Family Heist,https://image.tmdb.org/t/p/w200/AfUebvbwsS4DPihTNcWpjBBv2Bs.jpg,N/A
