"Poster","Title","Genre","Year","Length","Rating","Description","Director","Actors","Review","TMDB Link","Toloka Link","Rutracker Link","Trailer"
"https://image.tmdb.org/t/p/w200/qs63UfbeTS5K2YLiu0pJbNsE9eY.jpg","Andrew Bennett","Fantasy","2018","N/A","5","Andrew Bennett, a hunter of cursed books and banned grimoires, arrives in town after a series of violent murders that police cant solve. With Inspector Hobbs, Bennett pursues the brain that strives to achieve a magical ritual. Its dark outcome could be a disaster.","Kevin Payet","undefined","undefined","https://www.themoviedb.org/movie/1103508","https://toloka.to/tracker.php?nm=Andrew%20Bennett","https://rutracker.org/forum/tracker.php?nm=Andrew%20Bennett","N/A"
"https://image.tmdb.org/t/p/w200/aviJMFZSnnCAsCVyJGaPNx4Ef3i.jpg","All of Us Strangers","Romance, Drama, Fantasy","2023","106 mins","7.47","One night in his near-empty tower block in contemporary London, Adam has a chance encounter with a mysterious neighbor Harry, which punctures the rhythm of his everyday life. As a relationship develops between them, Adam is preoccupied with memories of the past and finds himself drawn back to the suburban town where he grew up, and the childhood home where his parents appear to be living, just as they were on the day they died, 30 years before.","Andrew Haigh","Andrew Scott, Paul Mescal, Jamie Bell, Claire Foy, Carter John Grout","FULL SPOILER-FREE REVIEW @ https://fandomwire.com/all-of-us-strangers-bfi-london-film-festival-review/

"All of Us Strangers is, without a doubt, overwhelmingly emotional and brutally devastating. Andrew Haigh explores childhood trauma and the protagonist's complex grieving process through countless memorably powerful, thought-provoking dialogues, performed brilliantly by the entire cast, especially Andrew Scott.

The background music by Emilie Levienaise-Farrouch creates an ideal melancholic atmosphere for the heavy, heartbreaking narrative, but the songs chosen for the final phase of the film will induce thousands of tears worldwide.

It occasionally loses its thematic focus, and it's unlikely to be watched again anytime soon, but it's even more improbable to be forgotten."

Rating: B+","https://www.themoviedb.org/movie/994108","https://toloka.to/tracker.php?nm=All%20of%20Us%20Strangers","https://rutracker.org/forum/tracker.php?nm=All%20of%20Us%20Strangers","https://www.youtube.com/watch?v=ukYlZuKn-mc"
"https://image.tmdb.org/t/p/w200/o47GwtgXRD6k8qxcJseQK2Fa9C0.jpg","Zero Motivation","Drama, Comedy","2014","97 mins","6.5","Filmmaker Talya Lavie steps into the spotlight with a dark comedy about everyday life for a unit of young female Israeli soldiers. The human resources office at a remote desert base serves as the setting for this cast of characters, who bide their time pushing paper, battling for the top score in Minesweeper, and counting down the minutes until they can return to civilian life. Amidst their boredom and clashing personalities, issues of commitment—from friendship to love and country—are handled with humor and sharp-edged wit.","Talya Lavie","Dana Ivgy, Nelly Tagar, Shani Klein, Heli Twito, Meytal Gal","N/A","https://www.themoviedb.org/movie/261825","https://toloka.to/tracker.php?nm=Zero%20Motivation","https://rutracker.org/forum/tracker.php?nm=Zero%20Motivation","https://www.youtube.com/watch?v=SV4ptfyaQFA"
"https://image.tmdb.org/t/p/w200/rrPKRc4Zyc1FiEdocdGgQjgYHYC.jpg","Somm III","Documentary","2018","80 mins","6.909","Three legends in the world of wine—Fred Dame, Steven Spurrier and Jancis Robinson—sit down in Paris to taste the rarest bottles of their careers. Dustin Wilson gathers the greatest blind tasters of today in New York City for a secret tasting similar to the original Judgment of Paris, with the goal to see if any of the world’s Pinot Noirs can stand up to the greatest Burgundies of France. In the end, both tastings cross with results that could change the world of wine forever.","Jason Wise","N/A","N/A","https://www.themoviedb.org/movie/549321","https://toloka.to/tracker.php?nm=Somm%20III","https://rutracker.org/forum/tracker.php?nm=Somm%20III","https://www.youtube.com/watch?v=79ceJp-7DFI"
"https://image.tmdb.org/t/p/w200/76p3jexoFjSxTiChHbyDh0FwAun.jpg","Abe","Drama, Comedy","2020","85 mins","7","A 12-year-old boy from Brooklyn tries to unite his half-Israeli and half-Palestinian family through cooking.","Fernando Grostein Andrade","Noah Schnapp, Seu Jorge, Dagmara Dominczyk, Mark Margolis, Tom Mardirosian","All in all, 'Abe' is still a very sweet exploration of what it means to grow up amongst a culture clash. What it lacks in weight, it makes up for in charm and great looking food. Aimed predominately at a younger audience, there is plenty for them to sink their teeth into and hopefully learn from, but for a more mature viewing experience, there just isn't enough meat to turn this meal into a banquet.
- Joel Kalkopf

Read Joel's full article...
https://www.maketheswitch.com.au/article/review-abe-fusing-food-for-peace-and-harmony","https://www.themoviedb.org/movie/484297","https://toloka.to/tracker.php?nm=Abe","https://rutracker.org/forum/tracker.php?nm=Abe","https://www.youtube.com/watch?v=8OeVJO_CCxY"
"https://image.tmdb.org/t/p/w200/3bhkrj58Vtu7enYsRolD1fZdja1.jpg","The Godfather","Drama, Crime","1972","175 mins","8.7","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","Francis Ford Coppola","Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano","The Godfather Review by Al Carlson

The Godfather is a film considered by most to be one of the greatest ever made. From The American Film Institute to as voted by users on the Internet Movie Database (IMDB) it is consider to be one of the best. As a film that ranks as high as other masterpieces including Citizen Kane, Pulp Fiction and 12 Angry Men, The Godfather is an exceptional piece of cinema excellence that is flawless and is simply the pinnacle crime drama.
The Godfather revolves around the Corleone’s, an Italian family with deep roots in the New York City mafia. The head of the Corleone’s is Don Vito Corleone, a man who takes care of his family and demands respect in return. His son Michael however, who just returned home from World War II, doesn’t want to become involved with the family business. The Sollozzo’s, a family of drug dealers, confront Don and request protection in exchange for profits from the Sollozzo’s drug sales. But Don declines the offer, for he is against selling narcotics. The rejected offer starts what turns into an all out mafia war between the two families with Michael diving deep into the mafia lifestyle.
The characters are portrayed by a legendary all-star cast including Marlon Brando as Don, Al Pacino as his son Michael and James Caan as Don’s oldest son Sonny. The casting for this film has been considered by many to be the best casted film in history for their astonishing performances. All three main actors were nominated for an academy award, but only Marlon Brando won an Oscar for best actor in a leading role. It’s fascinating to watch how these characters change over the course of the movie, with one in particular changing drastically.
Directer Francis Ford Coppola, being raised in an Italian-American family in New York, understood Italian culture exceptionally and made the film very authentically. Everything from the wedding dances to the cuisine to the terms used by the characters in Sicilian come from Coppola’s first-hand knowledge of Italian-American culture. Italian composer Nino Rota did an outstanding job making the soundtrack for the film, despite not getting the Oscar for best music (but he did win an Oscar for his work in the sequel, The Godfather: Part II). Virtually everyone recognizes that iconic trumpet solo once it starts playing. He also wrote the score for another great Italian film 8 1/2. 
This film should be immediately followed up by it’s sequel, The Godfather: Part II, which also won best picture. The series still holds the title of most best picture awards for a film series to this day. They’re both flawless crime dramas and have earned their titles as some of the best pieces of cinema ever. I will guarantee you won’t be able to see this film only once, as it gets better after continual viewings. There is really nothing more to add other than if you haven’t seen this movie yet, it’s about time you did. The Godfather is a movie you can’t refuse.","https://www.themoviedb.org/movie/238","https://toloka.to/tracker.php?nm=The%20Godfather","https://rutracker.org/forum/tracker.php?nm=The%20Godfather","https://www.youtube.com/watch?v=7pfqivkYUlE"
"https://image.tmdb.org/t/p/w200/1n5VUlCqgmVax1adxGZm8oCFaKc.jpg","Amadeus","History, Music, Drama","1984","160 mins","8.04","Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.","Miloš Forman","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Simon Callow, Roy Dotrice","_**Lively costume biography about Mozart’s last nine years in Austria**_

Antonio Salieri (F. Murray Abraham) is a competent but mediocre composer in Vienna, Austria, in the late 1700s. He recognizes the God-given genius of the younger Wolfgang Amadeus Mozart (Tom Hulce) and struggles with bitter envy. The story is told in flashback as Salieri shares it with a cleric decades later at an asylum. 

“Amadeus” (1984) is an entertaining costume drama that successfully takes you back to Vienna from 1783-1791. Mozart was basically the rock star of the era and some of his dynamic music even evokes certain modern rock styles. Giving the main characters personality helps bring the events alive and the flashback structure makes for compelling storytelling. 

On the feminine front, Elizabeth Berridge plays Amadeus’ cute & feisty wife, Constanze, while Christine Ebersole is on hand as a ravishing opera singer, sorta reminiscent of Tina Root of Switchblade Symphony (albeit taller).   

The original Broadway play concentrated on character motivation with music in the background while the movie focuses a little too much on it. Unless you’re an opera aficionado, the extensive scenes of Mozart's and Salieri's operas being performed become tiresome after a while and unnecessarily bloat the film, somewhat muting the story. When the Emperor yawns during a performance of “Figaro” I could relate because a lot of opera music sounds the same to me.
 
Nonetheless, this is an informative and amusing biography of Wolfgang’s last nine years; very well done. 

The movie runs 2 hours, 40 minutes and was shot mostly in the Czech Republic.

GRADE: B+/A-","https://www.themoviedb.org/movie/279","https://toloka.to/tracker.php?nm=Amadeus","https://rutracker.org/forum/tracker.php?nm=Amadeus","https://www.youtube.com/watch?v=_R4fbdzzXok"
"https://image.tmdb.org/t/p/w200/eebUPRI4Z5e1Z7Hev4JZAwMIFkX.jpg","12th Fail","Drama","2023","146 mins","8.1","Based on the true story of IPS officer Manoj Kumar Sharma, 12th Fail sheds limelight on fearlessly embracing the idea of restarting the academic journey despite the setbacks and challenges and reclaiming one's destiny at a place where millions of students attempt the world's toughest competitive exam: UPSC.","Vidhu Vinod Chopra","Vikrant Massey, Medha Shankr, Anant Joshi, Anshumaan Pushkar, Geeta Agrawal Sharma","Forget Bollywood clichés, 12th Fail is a breath of fresh air. With crisp editing and stunning visuals, it tells the feel-good story of Manoj, a chronic exam-failer battling societal scorn. But Manoj's resilience is inspiring, and the film's unique perspective celebrates alternative paths to success.

 Vikrant Massey shines as Manoj, while the film smartly reflects on education pressures and surprises with innovative storytelling. More than just entertainment, 12th Fail is a warm embrace, reminding us that success comes in many forms and unexpected detours can lead to fulfilling destinations. Recommended without reservation!","https://www.themoviedb.org/movie/1163258","https://toloka.to/tracker.php?nm=12th%20Fail","https://rutracker.org/forum/tracker.php?nm=12th%20Fail","https://www.youtube.com/watch?v=WeMJo701mvQ"
"https://image.tmdb.org/t/p/w200/wby9315QzVKdW9BonAefg8jGTTb.jpg","American Beauty","Drama","1999","122 mins","8.019","Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.","Sam Mendes","Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari","The film American Beauty to me is a film about purpose. What is your purpose in life? The film teaches that there is such great beauty in the small things in life and that sometimes you need to take a step back to allow yourself to take in the unfiltered beauty in the small things like a plastic bag dancing in the wind, playing with the leaves. The film tells it's audience that the beauty in the small details is much greater than society's typical image of beauty. The prominent rose in the film is a symbol of false, surface beauty; the expensive and romantic flower is amongst almost every single shot in the film reminding us that we need to look beyond the surface beauty of an entity and see the beauty within. This message surrounding beauty is empathised with the inclusion of the rose on the films poster and the tagline, 'look closer' indicating that to see real beauty one must 'look closer', a task that typically requires more thoughtfulness and less immediate facial value judgements that make up the typical image of beauty.","https://www.themoviedb.org/movie/14","https://toloka.to/tracker.php?nm=American%20Beauty","https://rutracker.org/forum/tracker.php?nm=American%20Beauty","https://www.youtube.com/watch?v=XCxzXblZyfQ"
"https://image.tmdb.org/t/p/w200/cMYCDADoLKLbB83g4WnJegaZimC.jpg","Princess Mononoke","Adventure, Fantasy, Animation","1997","134 mins","8.339","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.","Hayao Miyazaki","Youji Matsuda, Yuriko Ishida, Yûko Tanaka, Kaoru Kobayashi, Masahiko Nishimura","Probably the best movie from Miyazaki. A mixture of old Japanese traditions with the story about the conflict between the industrial human being and the preservation of the Nature.","https://www.themoviedb.org/movie/128","https://toloka.to/tracker.php?nm=Princess%20Mononoke","https://rutracker.org/forum/tracker.php?nm=Princess%20Mononoke","https://www.youtube.com/watch?v=opCxPAwdB6U"
"https://image.tmdb.org/t/p/w200/mFnfTVADj8yOxwzprYOmTPselk8.jpg","Capernaum","Drama","2018","126 mins","8.157","After running away from his negligent parents, committing a violent crime and being sentenced to five years in jail, a hardened, streetwise 12-year-old Lebanese boy sues his parents in protest of the life they have given him.","Nadine Labaki","Zain Al Rafeea, Yordanos Shifera, Boluwatife Treasure Bankole, Kawsar Al Haddad, Fadi Kamel Yousef","**_I wouldn't call it entertaining per se, but it's certainly provocative_**

>_I saw kids who are so neglected, so abused that there's nothing anymore in their eyes. These children don't laugh, don't cry, and don't play. If you put a toy in front of them, they don't touch it. They are just numb. There's no more childhood in their eyes. After seeing these kids many times, when they started to have a trusting relationship with me, I used to ask them, "are you happy to be alive?" Ninety-nine percent of the kids answered "no". They told me: "I'm not happy to be here." "Why am I here when there'__s no one to take care of me?" "Why am I here if I'm going to be hungry all the time?" They have the feeling that they're here because they are being punished for something._

- Nadine Labaki; _Capharnaüm_ Production Notes

Taking as its subject the horrific plight of guttersnipe children in the slums of Beirut, _Capharnaüm_ is the kind of film of which a superficial reading might suggest miserablism at best, and "poverty porn" at worst. Comparisons to film such as Danny Boyle's _Slumdog Millionaire_ (2008), Stephen Daldry's _Trash_ (2014), and Sean Baker's _The Florida Project_ (2017) are probably inevitable, albeit not very informative if one wishes to parse the film. Instead, it's much more useful to view _Capharnaüm_ in the tradition of classic Italian neorealist pictures such as Luchino Visconti's _Ossessione_ (1943) and _La Terra Trema_ (19548), Roberto Rossellini's _Roma città aperta_ (1945) and _Germania anno zero_ (1948), and Vittorio De Sica's _Ladri di biciclette_ (1948) and _Umberto D._ (1952), albeit far more pessimistic than any of them.

The third film from Lebanese writer/actress/director Nadine Labaki (_Caramel_; _Where Do We Go Now?_), _Capharnaüm_ is written by Labaki, Michelle Keserwany, and Labaki's regular writing partner Jihad Hojaily (Georges Khabbaz, Labaki's husband, and the film's producer and composer, Khaled Mouzanar are credited with "screenplay collaboration"). Presenting a _milieu_ in which people are utterly discardable, the film depicts children who are literally bought and sold for a few chickens; 11-year-old girls who are married off so their family can afford the rent; babies who are fed on ice cubes covered in sugar; refugees who roam the streets; mental illness which goes untreated; and people without a Lebanese identity card who don't officially exist. Uplifting it most certainly is not. In a similar tonal key to Héctor Babenco's _Pixote: a Lei do Mais Fraco_ (1981) and Walter Salles's _Central do Brasil_ (1998), the film works because it never feels like it's exploiting, patronising, or trivialising the poverty and misfortune it depicts, never attempting to manipulate the audience into feeling a preconceived emotion. On the contrary, it's matter-of-fact, and notable for just how unsentimental it is. However, it's also deeply humanist, with genuine compassion in its DNA and a quiet rage at its core, born partly from an inherent sense of authenticity; shot in the style of _cinéma vérité_, it uses non-professional actors whose lives are not dissimilar from the characters they play, with Labaki encouraging improvisation throughout. There are some problems, of course - the framing device of a trial is poorly conceived and distracts from the superior filmmaking surrounding it, the ending is disappointingly didactic, and the litany of hardships endured by the main character does get a little over-the-top. However, this is undeniably impressive filmmaking, as harrowing and angry, as it is solicitous and respectful.

Zain El Hajj (Zain Al Rafeea) is a young boy from the slums of Beirut serving a five-year prison sentence for, as he puts it, "_stabbing a son-of-a-bitch_." Neither he nor his parents, mother Souad (Kawsar Al Haddad) and father Selim (Fadi Youssef), know Zain's exact age, as he was never officially registered, and therefore has no birth cert. As the film begins, Zain is brought before a judge, as he has decided to sue his parents for bringing him into the world despite not being able to care for their already numerous children. The film then flashes back several months, with Zain working as a delivery boy for the family's landlord, Assad (Nour El Husseini). Life is harsh, but Zain and his sister, 11-year-old sister Sahar (Haita "Cedra" Izzam), look out for one another. When he sees bloodstains on her underwear, he helps her hide the fact that she has begun her period, believing their parents might try to marry her off. Making plans to escape with her, Zain returns home one day to find his parents in the process of handing Sahar over to Assad. A brutal struggle ensues, but Zain fails to save her, and that night, he runs away. Seeking refuge in a rundown amusement park, he meets Rahil (Yordanos Shiferaw), an Ethiopian refugee working as a cleaner. Taking pity on Zain, she agrees to let him stay with her in exchange for him looking after her one-year-old son Yonas (an absolutely astounding performance by Boluwatife Treasure Bankole) when she's at work. Her forged migrant documents are set to expire soon and as she doesn't have enough money to pay her forger, Aspro (Alaa Chouchnieh), for new papers, he is trying to persuade her to sell him Yonas. As time passes, Zain, Rahil, and Yonas form a tight bond, until one day, Rahil doesn't return home from work, leaving Zain and Yonas to fend for themselves.

Thoroughly uplifting stuff, am I right? Labaki first got the idea for the film when she saw a woman and a one-year-old baby on a traffic island in Beirut. In the film's production notes, Labaki writes,

> _the little boy couldn't sleep. Every time he would doze off, he would wake up again. And it hit me. The only place where this kid is going to experience life is this half a meter of concrete between two highways. It's all he knows._

When she got home, she drew a picture of a child shouting at a group of adults, with the caption,

> _I'm sorry! I quit! I don't want to be here! I don't belong in your world! I don't want to breathe, eat, play, learn, laugh or dream! I don't want to grow up to become like you! You have failed me!_

Brainstorming, she began to write down everything that bothered her about the situation;

> _where did the system fail these kids? Why do we as a society allow this sort of injustice to happen? The migrant workers' situation in Lebanon; the absurdity of the notion of frontiers; the absurdity that you need a paper to prove that you exist._

Looking at the list of topics, she thought of the French word, "_Capharnaüm_" (alternatively spelt Capernaum). The term was originally the name of a Biblical fishing village on the northern shore of the Sea of Galilee, which is mentioned multiple times across all four gospels, as a place where Jesus performed several miracles. However, it's best known from Matthew 11:23, when Jesus curses the village for its lack of faith in him ("_And you, Capernaum, will you be lifted to the heavens? No, you will go down to Hades. For if the miracles that were performed in you had been performed in Sodom, it would have remained to this day_"). Later on, however, the word came to be used in French literature to signify a state of chaos and disorder. The current dictionary definition is, "_a confused jumble; a place marked by a disorderly accumulation of objects_".

Beginning to research what life is really like for children of poverty, Labaki went to prisons for minors, refugee camps, courtrooms, and the streets themselves. Shooting with as small a crew as possible, she elected to use a non-professional cast whose lives resembled those of the character they're playing (like Rahil, Shiferaw is an illegal Ethiopian immigrant who was working as a cleaner; like Sahar, Izzam was unable to attend school in Lebanon, and was selling gum on the street; like Souad, Haddad has children for whom she has been unable to get ID). In this sense, casting director Jennifer Haddad deserves a great deal of praise, as she's done an astounding job of pulling together an authentic ensemble. During the shoot, Labaki would give the performers the basic outline of a scene, but allow them to use their own words and mannerisms, and draw upon their own experiences, without worrying too much about where the scene is supposed to go. With the film being shot in sequence, this necessitated that the script was constantly being rewritten, so as to accommodate something which somebody had improvised.

From an aesthetic perspective, Labaki wisely keeps things simple and functional, eschewing any directorial gymnastics, with the aesthetic design perfectly chosen to convey the story she wishes to tell. Adopting a documentarian sense of realism, cinematographer Christopher Aoun sticks to handheld cameras and, for the most part, natural lighting. The scenes on the streets of Beirut are especially impressive, with Labaki shooting most of the material from roughly Zain's height, or slightly lower. This allows the scenes to adopt a heavily focalised and subjective view of the world, without having to resort to less elegant POV shots. Chadi Roukoz's sound design is also superb in these exterior scenes, with the soundtrack crammed with car horns, shouting, crying, laughter, dogs barking, airplanes flying overhead, traffic on the streets. It's an aural overload, conveying how the massive city is overwhelming Zain, and again, tying us to his subjectivity.

Laure Gardette (_Jeune & Jolie_; _Frantz_) and Konstantin Bock's editing is also laudable. Even apart from the fact that they had to cull the film from over 500 hours of footage (the first cut ran 12 hours), with the complete editing process taking over two years, the editing is extremely powerful in certain scenes, with the specific cuts tied closely to the theme and tone of the film. Probably the two best examples are the scene where Zain is trying to prevent his parents from giving Sahar to Assad, and a later scene when Zain leaves Yonas on the side of the road and tries to walk away. The fight for Sahar balances, on the one hand, combinations of shots focusing on Sahar and the parents, and on the other, an equal number of shots focused solely on Zain. This places him front-and-centre in the _mise en scène_, simply by virtue of the fact that we see more of him than any of the other characters. The result is that the scene, although ostensibly concerned with the parents' choice to give Sahar away, is actually more about Zain's reaction to that choice. Similarly, in the scene where he tries to leave Yonas, the editing focuses on him rather than the baby - the shots of Zain are longer, there are more of them, and there are a combination of different framings, whereas all of the shots of Yonas are uniform. This kind of editing is as shrewd as it is subtle, giving Zain a greater sense of agency and energy, and ensuring the audience knows that he, not Yonas, should be the focus of our attention.

Labaki sets the tone for the film to come in the very first shot, as we see Zain, filthy dirty, in only his vest and underwear. It is subsequently driven home multiple times that life is almost worthless in this place - Sahar is sold for some chickens, Aspro tries to get Rahil to sell Yonas in return for forged migrant documents, Assad tells Zain, "_I can buy a human for 500_". This is a world in which people think of children in the same way as they think of commodities, with the notion of adults protecting children subservient to that of adults looking at children in a cold transactional manner. In such a place, Zain somehow manages to retain his sense of empathy, although he too is infected with the concept that everything is transactional, as his pragmatism illustrates to him that materialism is the order of the day. However, although he suppresses his sense of compassion, he does not completely extinguish it, nor would he want to. In a world where adults are reprehensible, and children their innocent victims, Zain is the story's moral compass, exhibiting a humanity far in excess of any kindness than has ever been shown to him.

Thematically, Zain's jaded disillusionment, which is far more pronounced than it should ever be in a child his age, echoes the line from _Ladri di biciclette_, when Antonio (Lamberto Maggiorani) decries, "_I curse the day I was born._" Zain himself is kind of an amalgamation of Antoine Doinel (Jean-Pierre Léaud) from François Truffaut's _Les quatre cents coups_ (1959), Huckleberry Finn, and any number of Charles Dickens youngsters (Oliver Twist, David Copperfield, Little Dorrit, Philip Pirrip, aka Pip), with his unique perspective on the world illuminating the horrors of that world in a way that would be impossible were he an adult. An important plot point in relation to Zain is his lack of an ID card. Without being registered when he was born, he can't get a state ID, meaning he is effectively a non-person; he cannot own a passport, he cannot legally work, and he is not entitled to an education or medical care, a situation that attains an almost Kafka-esque surrealism in its bureaucratic absurdity.

In terms of problems, there are a few. The framing device of the trial, for example, is awkwardly realised, and for the most part, serves only to interrupt the far more compelling story of Zain, Rahil, and Yonas. Additionally, not only do the scenes in court come across as more heavily scripted than everything else, but they also depict something that couldn't happen (as Labaki herself has acknowledged, children can't sue their parents for giving birth to them). Obviously intended as a means to dramatize how Zain wants a voice, it is nonetheless a narrative contrivance that gets in the way of the far more accomplished filmmaking seen elsewhere. Surrounded by the more naturalistic realism of the rest of the film, the court scenes stand out because they feel like a plot machination. The third act in particular, which focuses primarily on the trial, and which features the usual impassioned speeches you would get in any clichéd courtroom drama, strays into something Labaki has deftly avoid everywhere else; didacticism. Elsewhere, there is something of a sense that Labaki overloads the story, pushing just one too many hardships on Zain, as she attempts to cover a plethora of topics. For example, she touches on domestic violence, the migrant crisis, human trafficking, paedophilia, child labour, education, the justice system, and on occasion, the film feels like it's going to collapse under the weight of human suffering and thematic nihilism. This is a shame because some of the best scenes in the film are those involving Zain and Yonas just going about their day, and if Labaki had had the confidence in these quieter moments, she might have scaled back on the socio-political content.

In a strange way, _Capharnaüm_ has something of the same thematic DNA as Paul Schrader's _First Reformed_ (2017), with both films examining the morality of bringing children into a world of suffering (albeit from fundamentally different perspectives, with Schrader's examination far more existential than Labaki's practical workaday world). Never feeling exploitative, nor glorifying the poverty at its centre, the film isn't even especially sentimental, depicting scenes with a raw matter-of-factness, that were they featured in a Hollywood movie would be in slow-motion, with string music telling us to "Cry now". Zain is no saint; he's a rough, foul-mouthed thief, but he's also the most inherently honourable character in the film. Labaki could easily have used Zain to attempt to elicit unearned pity, but instead, she is far more interested in examining the day-to-day survival of children like him. One of his most salient characterises is his practical-minded solutions to the challenges he faces, and in this, we're encouraged to respect how he responds to his situation rather than pity him for being in such a situation in the first place. The film adopts something of the same manner; much like Zain, it's tough-minded and practical, and just as his hardened exterior is completely authentic, so too is the film's quiet anger. Placing us not just in Zain's world, but, crucially, in his subjective interpretation of that world, Labaki draws us to him, allowing us to view the world partly as outraged adults, but also as sharers in his experiences. The conclusion is disappointingly didactic, and the journey there harrowing and exhausting. However, in the last shot, Labaki dares to offer a very cautious bit of optimism, and ultimately, the takeaway is not despair, but compassion. Just as Zain finds a humanity within himself that should be long dead, the film finds a moment of optimism amidst the chaos, and encourages the audience to cling to it.","https://www.themoviedb.org/movie/517814","https://toloka.to/tracker.php?nm=Capernaum","https://rutracker.org/forum/tracker.php?nm=Capernaum","https://www.youtube.com/watch?v=maf0AbL3uEw"
"https://image.tmdb.org/t/p/w200/i5GsLIII66LubmOai65cWiB4kZq.jpg","Incendies","Drama, War, Mystery","2010","131 mins","8.105","A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.","Denis Villeneuve","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Allen Altman","Great movie for a great and tough story.

Good photography and cut, the story is well developed and the performances are superb.

Also, it doesn't fail on being over dramatic. Just the perfect balance.

A must to be seen.","https://www.themoviedb.org/movie/46738","https://toloka.to/tracker.php?nm=Incendies","https://rutracker.org/forum/tracker.php?nm=Incendies","https://www.youtube.com/watch?v=XJ69WnwvZhE"
"https://image.tmdb.org/t/p/w200/xQadpnoLokxzN3hRpCPbBGpxsiz.jpg","A Separation","Drama","2011","123 mins","7.896","A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.","Asghar Farhadi","Payman Maadi, Sare Bayat, Leila Hatami, Sarina Farhadi, Shahab Hosseini","Great movie around and simple yet neat story with great characters, script and performances.

You can totally believe the story is just happening at your building stairs.","https://www.themoviedb.org/movie/60243","https://toloka.to/tracker.php?nm=A%20Separation","https://rutracker.org/forum/tracker.php?nm=A%20Separation","https://www.youtube.com/watch?v=58Onuy5USTc"
"https://image.tmdb.org/t/p/w200/h1B7tW0t399VDjAcWJh8m87469b.jpg","Hamilton","History, Drama","2020","160 mins","8.201","Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.","Thomas Kail","Lin-Manuel Miranda, Leslie Odom Jr., Renée Elise Goldsberry, Phillipa Soo, Daveed Diggs","A Disappointment

This is a musical not made for people outside of the USA.  I had to watch the thing again and wiki Hamilton to try to figure out who was who except for some of the bigger names.  

Going by the poster, this is was meant to be some attempted rise to fame of Harry Potter in Hollywood.  
The casting was varied, which is great generally, but not representative of history (noone looked like what they should have).  
Historical themes seemed to be swapped around and added in for convenience-sake.   
Some performances were good, Soo, Groff and Diggs, whilst others (MIranda - who was better in Mary Poppins Returns) just felt flat and tired.  
It felt like 6 or so cameras were placed and then just recorded.  
And the choreography was distracting at times, not complimentary.  
And character development - the only one who shows any is Soo's character.  

This might be a great musical, but it is not a great movie (despite what people are reviewing it as).  It is hard to follow as a citizen of the world who does not know US political history details nor its players.  Its cinematography, casting and set pieces felt lazy (this could have been turned into grand cinema). 
And it was overly long...people might expect this type of thing to go for hours on West End to get their money's worth, but 2hrs 40 is overkill in this medium.  

The hype behind this made me think this was brilliant.  I was majorly disappointed.","https://www.themoviedb.org/movie/556574","https://toloka.to/tracker.php?nm=Hamilton","https://rutracker.org/forum/tracker.php?nm=Hamilton","https://www.youtube.com/watch?v=DSCKfXpAGHc"
